FILE_ID,TRACK_ID,TIME,SIGNAL,NEXT_SIGNAL,TIME_TO_NEXT_SIGNAL,SEGMENT,SPEED_MPS,LEAD_VEHICLE,RELEV_VEHICLE,PEDESTRIAN,VEH_INH_LOW,VEH_INH_HIGH,EXC_LOW,EXC_HIGH,PED_INH_LOW,PED_INH_HIGH,RULE_LOW,RULE_HIGH
769,130,118.785333,G,Y,LT 10,ln_s_1,MEDIUM,Y,N,N,0,0,0,0,0,0,1,1
769,121,118.785333,G,Y,LT 10,prep-turn_s,MEDIUM,Y,Y,N,0.57352551,0,0.42647449,1,0,0,0,0
769,130,119.786333,G,Y,LT 10,prep-turn_s,MEDIUM,Y,N,N,0.47103489,0,0.52896511,1,0,0,0,0
769,121,119.786333,G,Y,LT 10,exec-turn_s,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,130,120.787333,G,Y,LT 10,prep-turn_s,MEDIUM,Y,N,N,0,0,0,0,0,0,1,1
769,121,120.787333,G,Y,LT 10,exec-turn_s,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,130,121.788333,G,Y,LT 10,exec-turn_s,MEDIUM,Y,N,N,,,,,,,,
769,121,121.788333,G,Y,LT 10,exec-turn_s,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,132,141.474667,G,Y,GT 30,ln_e_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,1,1,0,0
769,144,141.474667,G,Y,GT 30,l_w_e_r,MEDIUM,Y,Y,N,,,,,,,,
769,148,141.474667,G,Y,GT 30,ln_w_2,HIGH,N,Y,N,0,0,1,1,0,0,0,0
769,132,142.475667,G,Y,GT 30,ln_e_1,SLOW,N,Y,Y,0,0.12092352,0,0.87907648,1,0,0,0
769,144,142.475667,G,Y,GT 30,l_w_e_r,MEDIUM,Y,Y,N,0,0,1,1,0,0,0,0
769,148,142.475667,G,Y,GT 30,l_w_e_l,HIGH,N,Y,N,0,0,1,1,0,0,0,0
769,132,143.476667,G,Y,10-30,ln_e_1,SLOW,N,Y,Y,0,0.14139724,0,0.85860276,1,0,0,0
769,148,143.476667,G,Y,10-30,l_w_e_l,HIGH,N,Y,N,1,1,0,0,0,0,0,0
769,152,143.476667,G,Y,10-30,ln_w_2,MEDIUM,N,Y,N,0,1,1,0,0,0,0,0
769,132,144.477667,G,Y,10-30,prep-turn_e,SLOW,N,Y,Y,0,0,0,0,0,0,1,1
769,148,144.477667,G,Y,10-30,l_w_e_l,HIGH,N,Y,N,0,0,0,0,0,0,1,1
769,152,144.477667,G,Y,10-30,ln_w_2,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,132,144.477667,G,Y,10-30,prep-turn_e,SLOW,N,Y,Y,0,0,0,0,0,0,1,1
769,148,144.477667,G,Y,10-30,l_w_e_l,HIGH,N,Y,N,0,0,0,0,0,0,1,1
769,152,144.477667,G,Y,10-30,ln_w_2,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,132,145.478667,G,Y,10-30,prep-turn_e,SLOW,N,Y,Y,0,0,0,0,0,0,1,1
769,152,145.478667,G,Y,10-30,ln_w_2,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,153,145.478667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,132,145.478667,G,Y,10-30,prep-turn_e,SLOW,N,Y,Y,0,0,0,0,0,0,1,1
769,152,145.478667,G,Y,10-30,ln_w_2,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,153,145.478667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,132,146.479667,G,Y,10-30,prep-turn_e,SLOW,N,Y,Y,0,0,0,0,0,0,1,1
769,152,146.479667,G,Y,10-30,ln_w_2,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,153,146.479667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,132,146.479667,G,Y,10-30,prep-turn_e,SLOW,N,Y,Y,0,0,0,0,0,0,1,1
769,152,146.479667,G,Y,10-30,ln_w_2,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,153,146.479667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,132,147.480667,G,Y,10-30,prep-turn_e,SLOW,N,Y,Y,0,0,0,0,0,0,1,1
769,152,147.480667,G,Y,10-30,ln_w_2,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,153,147.480667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,132,147.480667,G,Y,10-30,prep-turn_e,SLOW,N,Y,Y,0,0,0,0,0,0,1,1
769,152,147.480667,G,Y,10-30,ln_w_2,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,153,147.480667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,132,148.481667,G,Y,10-30,prep-turn_e,SLOW,N,Y,Y,0,0,0,0,0,0,1,1
769,152,148.481667,G,Y,10-30,l_w_e_l,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,153,148.481667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,132,148.481667,G,Y,10-30,prep-turn_e,SLOW,N,Y,Y,0,0,0,0,0,0,1,1
769,152,148.481667,G,Y,10-30,l_w_e_l,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,153,148.481667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,132,149.482667,G,Y,10-30,prep-turn_e,SLOW,N,Y,Y,0,0,0,0,0,0,1,1
769,152,149.482667,G,Y,10-30,l_w_e_l,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,153,149.482667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,155,149.482667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,132,149.482667,G,Y,10-30,prep-turn_e,SLOW,N,Y,Y,0,0,0,0,0,0,1,1
769,152,149.482667,G,Y,10-30,l_w_e_l,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,153,149.482667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,155,149.482667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,132,150.483667,G,Y,10-30,prep-turn_e,SLOW,N,Y,Y,0,0,0,0,0,0,1,1
769,152,150.483667,G,Y,10-30,l_w_e_l,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,153,150.483667,G,Y,10-30,l_w_e_r,MEDIUM,Y,Y,N,0,0,0,0,0,0,1,1
769,155,150.483667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,132,150.483667,G,Y,10-30,prep-turn_e,SLOW,N,Y,Y,0,0,0,0,0,0,1,1
769,152,150.483667,G,Y,10-30,l_w_e_l,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,153,150.483667,G,Y,10-30,l_w_e_r,MEDIUM,Y,Y,N,0,0,0,0,0,0,1,1
769,155,150.483667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,132,151.484667,G,Y,10-30,prep-turn_e,NEAR STATIONARY,N,Y,Y,0,0.14451837,0,0.85548163,1,0,0,0
769,153,151.484667,G,Y,10-30,l_w_e_r,MEDIUM,Y,Y,N,0,0,0,0,0,0,1,1
769,155,151.484667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,132,152.485667,G,Y,10-30,prep-turn_e,SLOW,N,Y,Y,0,0,0,0,0,0,1,1
769,153,152.485667,G,Y,10-30,l_w_e_r,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,155,152.485667,G,Y,10-30,ln_w_3,MEDIUM,Y,Y,N,0,0,0,0,0,0,1,1
769,132,152.485667,G,Y,10-30,prep-turn_e,SLOW,N,Y,Y,0,0,0,0,0,0,1,1
769,153,152.485667,G,Y,10-30,l_w_e_r,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,155,152.485667,G,Y,10-30,ln_w_3,MEDIUM,Y,Y,N,0,0,0,0,0,0,1,1
769,132,153.486667,G,Y,10-30,prep-turn_e,SLOW,N,Y,Y,0,0,0,0,0,0,1,1
769,155,153.486667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,132,153.486667,G,Y,10-30,prep-turn_e,SLOW,N,Y,Y,0,0,0,0,0,0,1,1
769,155,153.486667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,132,155.488667,G,Y,10-30,exec-turn_e,SLOW,N,Y,N,0,0,0,0,0,0,1,1
769,155,155.488667,G,Y,10-30,l_w_e_r,MEDIUM,Y,Y,N,0,0,0,0,0,0,1,1
769,132,156.489667,G,Y,10-30,exec-turn_e,SLOW,N,Y,N,0,0,0,0,0,0,1,1
769,155,156.489667,G,Y,10-30,l_w_e_r,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,141,126.459667,R,G,LT 10,ln_w_1,MEDIUM,Y,N,Y,0,0,0,0,0,0,1,1
769,116,126.459667,R,G,LT 10,ln_w_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,141,127.460667,R,G,LT 10,ln_w_1,MEDIUM,Y,N,Y,0,0,0,0,0,0,1,1
769,116,127.460667,R,G,LT 10,ln_w_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,141,128.461667,R,G,LT 10,ln_w_1,MEDIUM,Y,N,Y,0,0,0,0,0,0,1,1
769,116,128.461667,R,G,LT 10,ln_w_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,141,129.462667,R,G,LT 10,ln_w_1,MEDIUM,Y,N,Y,0,0,0,0,0,0,1,1
769,116,129.462667,R,G,LT 10,ln_w_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,141,130.463667,R,G,LT 10,ln_w_1,SLOW,Y,N,Y,0,0,0,0,0,0,1,1
769,116,130.463667,R,G,LT 10,ln_w_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,141,131.464667,R,G,LT 10,ln_w_1,SLOW,Y,N,Y,0,0,0,0,0,0,1,1
769,116,131.464667,R,G,LT 10,ln_w_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,141,133.466667,G,Y,GT 30,ln_w_1,SLOW,Y,N,Y,0,0,0,1,1,0,0,0
769,116,133.466667,G,Y,GT 30,ln_w_1,MEDIUM,N,Y,Y,0,0,0,0,1,1,0,0
769,141,134.467667,G,Y,GT 30,ln_w_1,SLOW,Y,N,Y,0,0,0,1,1,0,0,0
769,116,134.467667,G,Y,GT 30,ln_w_1,MEDIUM,N,Y,Y,0,0,0,0,1,1,0,0
769,141,135.468667,G,Y,GT 30,ln_w_1,MEDIUM,Y,N,Y,0,0,0,0,1,1,0,0
769,116,135.468667,G,Y,GT 30,prep-turn_w,MEDIUM,N,Y,Y,0,0,0,1,1,0,0,0
769,141,137.470667,G,Y,GT 30,prep-turn_w,MEDIUM,Y,N,Y,0,0,0,1,1,0,0,0
769,116,137.470667,G,Y,GT 30,exec-turn_w,MEDIUM,N,Y,Y,0,0,0,1,1,0,0,0
769,141,138.471667,G,Y,GT 30,exec-turn_w,MEDIUM,Y,N,Y,0,0,0,0,1,1,0,0
769,116,138.471667,G,Y,GT 30,exec-turn_w,MEDIUM,N,Y,Y,0,0,0,0,1,1,0,0
769,149,141.307833,R,G,GT 30,ln_s_1,SLOW,Y,N,N,0,0,0,0,0,0,1,1
769,140,141.307833,R,G,GT 30,ln_s_1,NEAR STATIONARY,N,Y,N,0,0,0,0,0,0,1,1
769,149,142.308833,R,G,GT 30,ln_s_1,SLOW,Y,N,N,0,0,0,0,0,0,1,1
769,140,142.308833,R,G,GT 30,ln_s_1,NEAR STATIONARY,N,Y,N,0,0,0,0,0,0,1,1
769,149,143.309833,R,G,GT 30,ln_s_1,NEAR STATIONARY,Y,N,N,0,0,0,0,0,0,1,1
769,140,143.309833,R,G,GT 30,ln_s_1,NEAR STATIONARY,N,Y,N,0,0,0,0,0,0,1,1
769,149,144.310833,R,G,GT 30,ln_s_1,NEAR STATIONARY,Y,N,N,0,0,0,0,0,0,1,1
769,140,144.310833,R,G,GT 30,ln_s_1,NEAR STATIONARY,N,Y,N,0,0,0,0,0,0,1,1
769,149,145.311833,R,G,GT 30,ln_s_1,NEAR STATIONARY,Y,N,N,0,0,0,0,0,0,1,1
769,140,145.311833,R,G,GT 30,ln_s_1,NEAR STATIONARY,N,Y,N,0,0,0,0,0,0,1,1
769,149,146.312833,R,G,GT 30,ln_s_1,NEAR STATIONARY,Y,N,N,0,0,0,0,0,0,1,1
769,140,146.312833,R,G,GT 30,ln_s_1,NEAR STATIONARY,N,Y,N,0,0,0,0,0,0,1,1
769,149,147.313833,R,G,GT 30,ln_s_1,NEAR STATIONARY,Y,N,N,0,0,0,0,0,0,1,1
769,140,147.313833,R,G,GT 30,ln_s_1,NEAR STATIONARY,N,Y,N,0,0,0,0,0,0,1,1
769,149,148.314833,R,G,10-30,ln_s_1,NEAR STATIONARY,Y,N,N,0,0,0,0,0,0,1,1
769,140,148.314833,R,G,10-30,ln_s_1,NEAR STATIONARY,N,Y,N,0,0,0,0,0,0,1,1
769,149,149.315833,R,G,10-30,ln_s_1,NEAR STATIONARY,Y,N,N,0,0,0,0,0,0,1,1
769,140,149.315833,R,G,10-30,ln_s_1,NEAR STATIONARY,N,Y,N,0,0,0,0,0,0,1,1
769,149,150.316833,R,G,10-30,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,150.316833,R,G,10-30,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,151.317833,R,G,10-30,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,151.317833,R,G,10-30,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,152.318833,R,G,10-30,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,152.318833,R,G,10-30,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,153.319833,R,G,10-30,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,153.319833,R,G,10-30,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,154.320833,R,G,10-30,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,154.320833,R,G,10-30,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,155.321833,R,G,10-30,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,155.321833,R,G,10-30,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,156.322833,R,G,10-30,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,156.322833,R,G,10-30,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,157.323833,R,G,10-30,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,157.323833,R,G,10-30,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,158.324833,R,G,10-30,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,158.324833,R,G,10-30,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,159.325833,R,G,10-30,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,159.325833,R,G,10-30,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,160.326833,R,G,10-30,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,160.326833,R,G,10-30,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,161.327833,R,G,10-30,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,161.327833,R,G,10-30,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,162.328833,R,G,10-30,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,162.328833,R,G,10-30,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,163.329833,R,G,10-30,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,163.329833,R,G,10-30,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,164.330833,R,G,10-30,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,164.330833,R,G,10-30,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,165.331833,R,G,10-30,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,165.331833,R,G,10-30,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,166.332833,R,G,10-30,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,166.332833,R,G,10-30,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,167.333833,R,G,10-30,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,167.333833,R,G,10-30,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,168.334833,R,G,LT 10,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,168.334833,R,G,LT 10,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,169.335833,R,G,LT 10,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,169.335833,R,G,LT 10,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,170.336833,R,G,LT 10,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,170.336833,R,G,LT 10,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,171.337833,R,G,LT 10,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,171.337833,R,G,LT 10,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,172.338833,R,G,LT 10,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,172.338833,R,G,LT 10,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,173.339833,R,G,LT 10,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,173.339833,R,G,LT 10,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,174.340833,R,G,LT 10,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,174.340833,R,G,LT 10,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,175.341833,R,G,LT 10,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,175.341833,R,G,LT 10,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,176.342833,R,G,LT 10,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,176.342833,R,G,LT 10,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,177.343833,R,G,LT 10,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,0,0,0,1,1
769,140,177.343833,R,G,LT 10,ln_s_1,NEAR STATIONARY,N,Y,Y,0,0,0,0,0,0,1,1
769,149,178.344833,G,Y,GT 30,ln_s_1,NEAR STATIONARY,Y,N,Y,0,0,0,1,1,0,0,0
769,140,178.344833,G,Y,GT 30,ln_s_1,SLOW,N,Y,Y,0,0,0,0,1,1,0,0
769,149,179.345833,G,Y,GT 30,ln_s_1,SLOW,Y,N,Y,0,0,0,1,1,0,0,0
769,140,179.345833,G,Y,GT 30,ln_s_1,SLOW,N,Y,Y,0,0,0,0,1,1,0,0
769,149,180.346833,G,Y,GT 30,ln_s_1,SLOW,Y,N,Y,0,0,0,1,1,0,0,0
769,140,180.346833,G,Y,GT 30,prep-turn_s,MEDIUM,N,Y,Y,0,0,0,1,1,0,0,0
769,149,181.347833,G,Y,GT 30,ln_s_1,MEDIUM,Y,N,Y,0,0,0,1,1,0,0,0
769,140,181.347833,G,Y,GT 30,prep-turn_s,MEDIUM,N,Y,Y,0,0,0,1,1,0,0,0
769,149,183.349833,G,Y,GT 30,prep-turn_s,MEDIUM,Y,N,Y,0,0,0,1,1,0,0,0
769,140,183.349833,G,Y,GT 30,exec-turn_s,MEDIUM,N,Y,Y,0,0,0,0,1,1,0,0
769,149,184.350833,G,Y,GT 30,exec-turn_s,MEDIUM,Y,N,Y,0,0,0,0,1,1,0,0
769,140,184.350833,G,Y,GT 30,exec-turn_s,MEDIUM,N,Y,Y,0,0,0,1,1,0,0,0
769,149,185.351833,G,Y,GT 30,exec-turn_s,MEDIUM,Y,N,Y,1.0e-12,1,-1.0e-12,0,1,0,0,0
769,140,185.351833,G,Y,GT 30,ln_w_-2,MEDIUM,N,Y,N,1,0,0,1,0,0,0,0
769,149,186.352833,G,Y,GT 30,exec-turn_s,MEDIUM,Y,N,Y,0,0,0,0,1,1,0,0
769,140,186.352833,G,Y,GT 30,ln_w_-2,MEDIUM,N,Y,N,0,0,1,1,0,0,0,0
769,151,142.475667,R,G,GT 30,ln_s_4,MEDIUM,N,Y,Y,0,0,0,0,1,1,0,0
769,144,142.475667,G,Y,GT 30,l_w_e_r,MEDIUM,Y,Y,N,0,0,0,0,0,0,1,1
769,148,142.475667,G,Y,GT 30,l_w_e_l,HIGH,N,Y,N,0,0,0,0,0,0,1,1
769,151,143.476667,R,G,GT 30,ln_s_4,MEDIUM,N,Y,Y,0,0,0,0,1,1,0,0
769,144,143.476667,G,Y,10-30,ln_e_-2,HIGH,Y,Y,N,0,0,1,1,0,0,0,0
769,148,143.476667,G,Y,10-30,l_w_e_l,HIGH,N,Y,N,,,,,,,,
769,152,143.476667,G,Y,10-30,ln_w_2,MEDIUM,N,Y,N,0,0,1,1,0,0,0,0
769,151,144.477667,R,G,GT 30,ln_s_4,MEDIUM,N,Y,Y,0,0,0,0,0,0,1,1
769,148,144.477667,G,Y,10-30,l_w_e_l,HIGH,N,Y,N,0,0,0,0,0,0,1,1
769,153,144.477667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,151,145.478667,R,G,GT 30,rt_prep-turn_s,SLOW,N,Y,Y,0,0,0,1,1,0,0,0
769,148,145.478667,G,Y,10-30,ln_e_-1,HIGH,N,Y,N,0,0,1,1,0,0,0,0
769,152,145.478667,G,Y,10-30,ln_w_2,MEDIUM,N,Y,N,0.99999679,0,3.2080295e-06,1,0,0,0,0
769,153,145.478667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,,,,,,,,
769,151,146.479667,R,G,GT 30,rt_prep-turn_s,MEDIUM,N,Y,Y,0,0,0,1,1,0,0,0
769,152,146.479667,G,Y,10-30,ln_w_2,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,153,146.479667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,151,147.480667,R,G,GT 30,rt_exec-turn_s,MEDIUM,N,Y,Y,0,0,0,0,1,1,0,0
769,152,147.480667,G,Y,10-30,ln_w_2,MEDIUM,N,Y,N,,,,,,,,
769,153,147.480667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,1,1,0,0,0,0
769,151,148.481667,R,G,GT 30,rt_exec-turn_s,MEDIUM,N,Y,Y,0,0,0,0,1,1,0,0
769,152,148.481667,G,Y,10-30,l_w_e_l,MEDIUM,N,Y,N,,,,,,,,
769,153,148.481667,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,0,0,1,1,0,0,0,0
769,156,153.153,G,Y,10-30,ln_w_4,MEDIUM,N,Y,Y,0,0,0,0,1,1,0,0
769,132,153.153,G,Y,10-30,prep-turn_e,SLOW,N,Y,Y,0,0,0,0,0,0,1,1
769,156,153.153,G,Y,10-30,ln_w_4,MEDIUM,N,Y,Y,0,0,0,0,1,1,0,0
769,132,153.153,G,Y,10-30,prep-turn_e,SLOW,N,Y,Y,0,0,0,0,0,0,1,1
769,156,154.154,G,Y,10-30,ln_w_4,MEDIUM,N,Y,Y,0,0,0,0,0,0,1,1
769,132,154.154,G,Y,10-30,prep-turn_e,NEAR STATIONARY,N,Y,N,0,0,0,0,0,0,1,1
769,156,155.155,G,Y,10-30,ln_w_4,MEDIUM,N,Y,Y,0,0,0,0,0,0,1,1
769,132,155.155,G,Y,10-30,prep-turn_e,SLOW,N,Y,N,0,0,0,0,0,0,1,1
769,156,156.156,G,Y,10-30,ln_w_4,MEDIUM,N,Y,Y,0,0,0,0,0,0,1,1
769,132,156.156,G,Y,10-30,exec-turn_e,SLOW,N,Y,N,0,0,0,0,0,0,1,1
769,156,157.157,G,Y,10-30,rt_prep-turn_w,MEDIUM,N,Y,Y,0,0,0,0,1,1,0,0
769,132,157.157,G,Y,10-30,exec-turn_e,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,156,158.158,G,Y,10-30,rt_exec-turn_w,MEDIUM,N,Y,Y,0,0,0,1,1,0,0,0
769,132,158.158,G,Y,10-30,exec-turn_e,MEDIUM,N,Y,N,,,,,,,,
769,158,154.154,R,G,GT 30,ln_s_4,MEDIUM,N,Y,N,,,,,,,,
769,153,154.154,G,Y,10-30,ln_e_-2,MEDIUM,N,Y,N,0,0,1,1,0,0,0,0
769,155,154.154,G,Y,10-30,ln_w_3,MEDIUM,N,Y,N,,,,,,,,
769,158,155.155,R,G,GT 30,ln_s_4,MEDIUM,N,Y,N,1,0.3749014,0,0.6250986,0,0,0,0
769,153,155.155,G,Y,10-30,ln_e_-2,MEDIUM,N,Y,N,0,0,1,1,0,0,0,0
769,155,155.155,G,Y,10-30,l_w_e_r,MEDIUM,Y,Y,N,0,0,1,1,0,0,0,0
769,158,156.156,R,G,GT 30,ln_s_4,SLOW,N,Y,N,,,,,,,,
769,155,156.156,G,Y,10-30,l_w_e_r,MEDIUM,N,Y,N,0,0,0,0,0,0,1,1
769,158,157.157,R,G,GT 30,ln_s_4,SLOW,N,Y,N,1,0,0,1,0,0,0,0
769,155,157.157,G,Y,10-30,ln_e_-2,MEDIUM,N,Y,N,1,0,0,1,0,0,0,0
769,158,158.158,R,G,GT 30,rt_prep-turn_s,MEDIUM,N,Y,N,1,0,0,1,0,0,0,0
769,155,158.158,G,Y,10-30,ln_e_-2,MEDIUM,N,Y,N,1,0,0,1,0,0,0,0
769,158,159.159,R,G,GT 30,rt_prep-turn_s,MEDIUM,N,Y,N,1,0,0,1,0,0,0,0
